train_loss,train_acc,val_loss,val_acc,lr
1.4016873421351115,53.242222222222225,1.277498699951172,61.78,0.0009997557473810372
1.0337202063242594,70.2688888888889,0.9771012393951416,73.08,0.0009990232305719946
0.8866649180094401,76.53333333333333,1.2189482376098633,65.36,0.0009978031724785247
0.8006787360403272,80.28888888888889,0.9267354131698609,74.98,0.0009960967771506667
0.7463905443721347,82.50444444444445,0.8695383634090423,78.2,0.0009939057285945933
0.7029062748379178,84.16888888888889,0.7511615901947022,82.84,0.0009912321891107012
0.6619390005641513,85.96666666666667,0.7670568683624267,81.74,0.0009880787971596802
0.6345538338979085,87.17555555555556,0.8407832185745239,79.74,0.0009844486647586726
0.6078818842464023,88.2911111111111,0.7141698432922363,84.54,0.000980345374410087
0.5832972093158298,89.27111111111111,0.7192066764831543,83.76,0.0009757729755661012
0.5613663488811916,90.25777777777778,0.6701124708652496,86.12,0.0009707359806323418
0.5434824913660685,90.94,0.686166065788269,85.22,0.0009652393605146846
0.5256197164005704,91.55777777777777,0.616674608039856,87.7,0.0009592885397135708
0.5090478924327426,92.41333333333333,0.6183987551689148,87.96,0.0009528893909706799
0.4940894749429491,93.03333333333333,0.6417735651969909,87.34,0.0009460482294732424
0.48127028793758814,93.47777777777777,0.5967488770008087,88.9,0.0009387718066217127
0.4670329656494988,93.98444444444445,0.652471372795105,86.94,0.0009310673033669524
0.4548750163184272,94.6,0.6555398969173432,86.62,0.0009229423231234977
0.44726271261109246,94.86222222222223,0.5888793522834778,89.24,0.0009144048842659084
0.4352190599123637,95.27333333333333,0.5810349506378174,89.24,0.0009054634122155993
0.4238560847494337,95.77111111111111,0.6084363256454468,87.9,0.0008961267311259671
0.4129194377475315,96.3,0.5667530135631561,90.06,0.000886404055174016
0.4062209350479974,96.45777777777778,0.5750830174922943,89.7,0.0008763049794670778
0.39609427797529434,96.77333333333333,0.5630644423007966,90.18,0.000865839470573599
0.38900246053271825,97.1288888888889,0.5577068210124969,90.54,0.0008550178566873413
0.3815997142685784,97.35333333333334,0.5642318194389343,90.08,0.0008438508174347012
0.37311263719134863,97.71111111111111,0.6064968197345734,89.34,0.000832349373335208
0.36902632670932345,97.94444444444444,0.5995032751083375,89.14,0.0008205248749256018
0.3658746184984843,97.98444444444445,0.5560325637340545,90.44,0.0008083889915582238
0.3589127370039622,98.24888888888889,0.5678840948581696,89.92,0.0007959536998847747
0.35554904500113593,98.31111111111112,0.5738957284450531,90.22,0.0007832312720368051
0.3526177069875929,98.38888888888889,0.5541804794311523,90.78,0.0007702342635146037
0.34362628140449525,98.79333333333334,0.5549718053817749,90.68,0.0007569755007964342
0.3441129312886132,98.75777777777778,0.5592852604866028,90.56,0.0007434680686803494
0.3412117259608375,98.78888888888889,0.5485283352851867,90.96,0.0007297252973710761
0.3365515079074436,98.98,0.5413104421615601,91.02,0.0007157607493247114
0.33344709718492294,99.06,0.5675171778202057,90.5,0.0007015882058642168
0.33000505146450465,99.1511111111111,0.5576964242458343,90.7,0.0006872216535789162
0.3267063284556071,99.32444444444444,0.5439599459171295,90.96,0.0006726752705214198
0.3247657670603858,99.37333333333333,0.5488331468105316,90.8,0.0006579634122155995
0.32264616363843285,99.33333333333333,0.5312030333042145,91.54,0.000643100597489419
0.31963278143141005,99.4888888888889,0.5480002529144287,91.06,0.0006281014941466035
0.3201777583387163,99.4088888888889,0.5514591250419617,90.8,0.000612980904491289
0.3170538598219554,99.54888888888888,0.5347098876953125,91.16,0.0005977537507199342
0.31516378915574816,99.58666666666667,0.5336882392883301,91.44,0.0005824350601949147
0.3139601496749454,99.58888888888889,0.5500096053123474,90.72,0.000567039950614331
0.3121684670660231,99.68,0.5290355719089508,91.48,0.0005515836150926649
0.3114842188199361,99.66666666666667,0.5449691488265991,90.78,0.0005360813071670105
0.31026410795317755,99.68444444444444,0.5404766677379608,90.86,0.0005205483257436738
0.3075023143291473,99.78222222222222,0.5207411370754242,91.84,0.0005050000000000002
0.3071149078845978,99.75333333333333,0.5296778317928315,91.54,0.0004894516742563267
0.30566017763349745,99.77777777777777,0.5298232203960419,91.28,0.0004739186928329901
0.30503235278659396,99.78888888888889,0.5181385080337524,91.9,0.00045841638490733556
0.30228229143884444,99.88444444444444,0.5230294260501862,91.66,0.0004429600493856696
0.3018350500742594,99.88888888888889,0.5220579388618469,91.56,0.0004275649398050859
0.3013577981736925,99.86666666666666,0.5200852404594422,92.02,0.0004122462492800665
0.3006015192879571,99.87555555555555,0.5203387021064758,91.6,0.00039701909550871175
0.30035950555271573,99.87333333333333,0.5215058418750763,91.98,0.000381898505853397
0.2996102705955505,99.89333333333333,0.5232118401050567,91.68,0.00036689940251058173
0.2978307271639506,99.92444444444445,0.5150601598739624,91.66,0.00035203658778440135
0.2974064551671346,99.91111111111111,0.5152471785068512,92.08,0.00033732472947858096
0.29637096399731105,99.94666666666667,0.5176543891429901,91.88,0.0003227783464210847
