train_loss,train_acc,val_loss,val_acc,lr
1.3087039425002205,52.526666666666664,1.0528182320594788,64.64,0.0999753526902683
0.8038527572313945,72.05555555555556,0.7658073959350586,73.22,0.09990143508499218
0.6549654828283522,77.35333333333334,0.7415001438617707,74.3,0.09977832013192386
0.5844462412410312,79.61333333333333,0.59408269033432,79.48,0.0996061293306582
0.5357427813953823,81.68222222222222,0.630605515384674,78.44,0.09938503261272714
0.5016157375971476,82.70444444444445,0.7170622160911561,76.82,0.09911524817389802
0.4783790659321679,83.66222222222223,0.638264928817749,78.86,0.09879704225884045
0.4549687776830461,84.46444444444444,0.565810591506958,79.76,0.09843072889837513
0.43960671384069655,84.8488888888889,0.784625546836853,74.9,0.09801666959956332
0.42500011501312257,85.32666666666667,0.6301821578025818,79.78,0.09755527298894293
0.4171472398440043,85.90666666666667,0.5443213739275933,82.16,0.09704699440926357
0.40535410154130724,85.99111111111111,0.6477502161026001,79.72,0.09649233547011815
0.3922882716920641,86.36888888888889,0.7764158214569091,77.94,0.09589184355291484
0.3822114672025045,86.91333333333333,0.7840239150047302,74.8,0.09524611127067767
0.3737683281156752,87.22888888888889,0.5017322219610214,83.04,0.09455577588320897
0.36905502666367423,87.45111111111112,0.4608856832623482,84.1,0.09382151866819098
0.36627115489641826,87.53111111111112,0.5409546562582255,82.36,0.093044064248847
0.3553680057525635,87.82222222222222,0.6875918023347855,77.88,0.09222417987882567
0.3503701275401645,87.99555555555555,0.45339999001026154,84.74,0.09136267468501438
0.35242711370256213,87.94666666666667,0.5830372463703155,80.14,0.09046039886902865
0.33461107541190255,88.57333333333334,0.6608992240548134,79.26,0.08951824286816576
0.3329991151915656,88.66,0.5406346004843712,82.4,0.0885371364766507
0.32972829877800414,88.68444444444444,0.5655911952018737,81.88,0.08751804792804148
0.32772805802557203,88.75333333333333,0.5009204734802246,83.18,0.08646198293969953
0.32454168475468953,88.77333333333333,0.47354824523329736,84.56,0.08536998372026806
0.31531955289840696,89.1511111111111,0.44108355028629304,85.26,0.08424312794113802
0.3072322111341688,89.49555555555555,0.4481634298950434,85.22,0.08308252767291642
0.305357325135337,89.68,0.43533853814601897,85.24,0.08188932828794707
0.3057777978579203,89.51555555555555,0.5391959180951118,82.36,0.0806647073299662
0.3005943615012699,89.73555555555555,0.575386504292488,81.62,0.07940987335200905
0.29551765999264185,89.86888888888889,0.4503012943208218,84.98,0.07812606472371394
0.2942263758288489,90.00444444444445,0.5053998800039291,83.4,0.07681454840920089
0.28781422239409554,90.13777777777777,0.47954231457710267,83.7,0.07547661871673106
0.2797343075116475,90.4088888888889,0.44695768585801127,85.82,0.07411359602138069
0.2806325093375312,90.31333333333333,0.40906247330904005,86.4,0.07272682546199037
0.27460676528082956,90.72222222222223,0.5088962259985507,83.72,0.07131767561367539
0.2650193831470278,91.00888888888889,0.4442575847387314,84.94,0.0698875371372073
0.2674106383005778,90.86666666666666,0.47155395412445067,83.76,0.0684378214065997
0.2582673071914249,90.99777777777778,0.5160912877559661,83.28,0.06696995911625234
0.2551998299386766,91.24,0.5784490357279778,82.18,0.06548539886902865
0.25200561525556775,91.44888888888889,0.4997597002029419,84.38,0.06398560574665954
0.24680133177439373,91.53777777777778,0.4588417192697525,84.52,0.062472059863884516
0.23956692061159346,91.81333333333333,0.4021846032336354,86.72,0.06094625490775733
0.23486992083655464,92.02222222222223,0.39842390296459196,87.36,0.05940969666355698
0.22919417311350504,92.07555555555555,0.540221072152257,83.06,0.05786390152875956
0.22662403365506067,92.16888888888889,0.4481932647705078,85.28,0.056310395016537035
0.22305498027006784,92.39111111111112,0.33962386242449283,88.62,0.054750710250259814
0.2136234245830112,92.62666666666667,0.3962375816702843,87.46,0.05318638645048923
0.20956058393054539,92.72888888888889,0.4168539392232895,85.82,0.05161896741595253
0.20426424078146616,92.94666666666667,0.4566405887842178,85.76,0.050050000000000025
0.204241209408972,93.02444444444444,0.4007710648536682,87.28,0.04848103258404752
0.18869097286595238,93.54666666666667,0.4246098743915558,86.36,0.046913613549510826
0.18782372181150647,93.55111111111111,0.440429905462265,86.14,0.045349289749740236
0.1831835764699512,93.68666666666667,0.37639814533144234,88.0,0.04378960498346303
0.17262444446351793,93.97333333333333,0.5056510694369674,84.78,0.04223609847124049
0.17660637475914426,93.94222222222223,0.45915164999961855,85.8,0.04069030333644308
0.16426954205830893,94.45555555555555,0.44198822244405744,86.92,0.03915374509224274
0.15678093905713822,94.69777777777777,0.39103977308273313,87.6,0.03762794013611552
0.1547585185845693,94.56222222222222,0.35707903411984443,88.92,0.03611439425334052
0.14702216121355693,95.00222222222222,0.333716697871685,89.26,0.03461460113097141
0.13727197970019447,95.25111111111111,0.4051228502035141,87.74,0.03313004088374771
0.13127016425795024,95.49777777777778,0.33227045906186103,89.44,0.03166217859340037
0.12463334448072645,95.78888888888889,0.2978544777572155,90.56,0.030212462862792718
0.11677439292536841,95.97777777777777,0.29374490416646004,90.86,0.028782324386324633
0.11451265929407543,96.14,0.3209700673140585,90.0,0.027373174538009654
0.10354291129112243,96.42666666666666,0.33792837133407594,89.32,0.02598640397861933
0.09861709081861708,96.66888888888889,0.3528828189253807,89.34,0.024623381283268967
0.09682418976889716,96.71777777777778,0.3289821575462818,90.22,0.02328545159079912
0.0926461859424909,96.83555555555556,0.3186921520777047,90.36,0.021973935276286088
0.07584344875944986,97.49555555555555,0.29534142931848767,91.1,0.020690126647990987
0.07314365259475178,97.57333333333334,0.2985187830798328,90.5,0.019435292670033834
0.06534293018049664,97.80666666666667,0.31719225924536587,91.04,0.01821067171205296
0.06147886119186878,97.93777777777778,0.27735796584933997,91.86,0.01701747232708361
0.05275295373731189,98.28,0.2837731747806072,91.84,0.01585687205886201
0.04592752409113778,98.5,0.3082620285153389,91.3,0.014730016279731965
0.039190093196597366,98.77555555555556,0.2852215440148488,91.98,0.013638017060300513
0.03070532617105378,99.10444444444444,0.30184288678206506,91.64,0.012581952071958558
0.027692973584598966,99.13333333333334,0.2603657928397879,92.82,0.011562863523349341
0.023117328017287785,99.32666666666667,0.2633643995792605,92.8,0.010581757131834272
0.01989200684097078,99.43777777777778,0.27994410401545466,92.46,0.009639601130971388
0.017459876146581437,99.52666666666667,0.2623461889907718,92.76,0.008737325314985655
0.013505082353452841,99.67333333333333,0.24608408591700717,93.22,0.007875820121174364
0.009703530266467067,99.78888888888889,0.24553970407042652,92.98,0.007055935751153015
0.00798948989311854,99.82444444444444,0.2425839944658801,93.22,0.006278481331809019
0.007613096825281779,99.86222222222223,0.23439003939237446,93.7,0.005544224116791034
0.0075150307006306115,99.83777777777777,0.2250485991060734,94.0,0.0048538887293223375
0.005200070590484473,99.92222222222222,0.2307649483576417,93.8,0.004208156447085157
0.004884441137148274,99.94,0.22785428586155176,93.68,0.003607664529881848
0.004261389271376861,99.95111111111112,0.2225916952468455,94.0,0.0030530055907364412
0.00396885940246284,99.96222222222222,0.2200341270238161,93.86,0.0025447270110570833
0.003887575997494989,99.96222222222222,0.2212533281236887,93.64,0.002083330400436701
0.003637823263141844,99.95333333333333,0.2205694170229137,93.7,0.0016692711016248849
0.0036889879358932374,99.95111111111112,0.2214806928113103,93.9,0.0013029577411595723
0.003406652307531072,99.97333333333333,0.22063336204439402,93.88,0.0009847518261019992
0.0032571591960266232,99.98444444444445,0.21822067708857357,93.88,0.0007149673872728745
0.0031192928817123174,99.98222222222222,0.21927257620617746,93.8,0.0004938706693418361
0.003055193885333008,99.9888888888889,0.21670520358532666,93.86,0.0003216798680761544
0.0031661450440684954,99.96444444444444,0.21867689336165785,94.12,0.00019856491500783575
0.0029314732102884186,99.98666666666666,0.21577633172124625,93.86,0.00012464730973170662
0.0032756895198383265,99.96666666666667,0.2181054000645876,93.92,0.0001
